entry_time,exit_time,direction,entry_price,sl,tp,exit_price,outcome,pnl_gross,cost,pnl_net,rr_actual,result,capital,trend_1d,rsi,rsi_ma
2024-01-10 14:00:00,2024-01-11 11:00:00,LONG,2377.84,2359.61,2651.29,2651.29,TP,906.66,8.34,898.32,14.86,WIN,3920.53,bullish,55.68,62.05
2024-01-11 18:00:00,2024-01-11 20:00:00,LONG,2602.46,2588.01,2819.21,2588.01,SL,-78.41,14.08,-92.49,-1.18,LOSS,3828.04,bullish,55.78,66.22
2024-01-11 22:00:00,2024-01-12 00:00:00,LONG,2603.79,2593.93,2751.69,2593.93,SL,-76.56,20.18,-96.74,-1.26,LOSS,3731.3,bullish,54.8,62.75
2024-01-12 03:00:00,2024-01-12 04:00:00,LONG,2607.72,2593.01,2828.37,2593.01,SL,-74.63,13.19,-87.82,-1.18,LOSS,3643.48,bullish,54.58,57.38
2024-01-12 09:00:00,2024-01-12 14:00:00,LONG,2601.93,2595.72,2695.08,2695.08,TP,743.5,21.14,722.36,14.57,WIN,4365.84,bullish,52.49,54.05
2024-01-13 00:00:00,2024-01-13 01:00:00,LONG,2522.55,2498.6,2881.8,2498.6,SL,-87.32,9.15,-96.47,-1.1,LOSS,4269.37,bullish,37.48,50.55
2024-01-14 06:00:00,2024-01-14 07:00:00,LONG,2552.64,2543.95,2682.99,2543.95,SL,-85.39,25.04,-110.43,-1.29,LOSS,4158.94,bullish,46.3,50.68
2024-01-14 15:00:00,2024-01-14 16:00:00,LONG,2540.93,2533.8,2647.88,2533.8,SL,-66.52,23.67,-90.19,-1.36,LOSS,4068.75,bullish,42.92,44.39
2024-01-14 21:00:00,2024-01-14 23:00:00,LONG,2508.94,2500.99,2628.19,2500.99,SL,-73.49,23.16,-96.64,-1.32,LOSS,3972.1,bullish,33.49,39.93
2024-01-15 16:00:00,2024-01-15 22:00:00,LONG,2514.49,2508.01,2611.69,2508.01,SL,-58.35,22.61,-80.96,-1.39,LOSS,3891.15,bullish,45.7,48.66
2024-01-16 02:00:00,2024-01-16 14:00:00,LONG,2514.16,2509.21,2588.41,2509.21,SL,-43.67,22.16,-65.83,-1.51,LOSS,3825.32,bullish,45.37,49.33
2024-01-17 11:00:00,2024-01-17 12:00:00,LONG,2553.0,2544.36,2682.6,2544.36,SL,-76.51,22.57,-99.07,-1.29,LOSS,3726.25,bullish,47.33,54.26
2024-01-17 15:00:00,2024-01-17 16:00:00,LONG,2550.16,2543.77,2646.01,2543.77,SL,-53.22,21.21,-74.43,-1.4,LOSS,3651.81,bullish,47.39,48.93
2024-01-18 12:00:00,2024-01-18 13:00:00,LONG,2522.42,2516.25,2614.97,2516.25,SL,-50.92,20.79,-71.71,-1.41,LOSS,3580.11,bullish,41.32,43.53
2024-01-18 21:00:00,2024-01-19 16:00:00,LONG,2446.44,2439.5,2550.54,2439.5,SL,-57.89,20.38,-78.27,-1.35,LOSS,3501.84,bullish,26.16,38.57
2024-01-20 07:00:00,2024-01-20 08:00:00,LONG,2482.47,2477.54,2556.42,2477.54,SL,-39.64,19.94,-59.58,-1.5,LOSS,3442.26,bullish,49.86,50.95
2024-01-20 11:00:00,2024-01-20 14:00:00,LONG,2470.54,2465.95,2539.39,2465.95,SL,-36.45,19.6,-56.06,-1.54,LOSS,3386.2,bullish,45.47,49.27
2024-01-21 17:00:00,2024-01-21 20:00:00,LONG,2471.81,2468.01,2528.81,2468.01,SL,-29.67,19.29,-48.96,-1.65,LOSS,3337.24,bullish,48.72,51.6
2024-01-21 22:00:00,2024-01-21 23:00:00,LONG,2473.42,2467.3,2565.22,2467.3,SL,-47.07,19.0,-66.07,-1.4,LOSS,3271.18,bullish,50.29,50.88
2024-01-22 01:00:00,2024-01-22 02:00:00,LONG,2462.12,2457.06,2538.02,2457.06,SL,-38.32,18.63,-56.95,-1.49,LOSS,3214.23,bullish,43.14,48.09
2024-01-22 06:00:00,2024-01-22 08:00:00,LONG,2427.14,2416.6,2585.24,2416.6,SL,-64.28,14.77,-79.06,-1.23,LOSS,3135.18,bullish,32.62,40.69
2024-01-22 14:00:00,2024-01-22 15:00:00,LONG,2387.85,2377.36,2545.2,2377.36,SL,-62.7,14.24,-76.95,-1.23,LOSS,3058.23,bullish,28.39,28.72
