entry_time,exit_time,direction,entry_price,sl,tp,exit_price,outcome,pnl_gross,cost,pnl_net,rr_actual,result,capital,trend_1d,rsi,rsi_ma
2024-01-23 11:00:00,2024-01-23 12:00:00,LONG,2223.35,2216.11,2331.95,2216.11,SL,-56.76,17.4,-74.17,-1.31,LOSS,2984.06,bullish,20.63,31.71
2024-01-23 16:00:00,2024-01-23 18:00:00,LONG,2219.39,2195.26,2581.34,2195.26,SL,-59.68,5.46,-65.14,-1.09,LOSS,2918.92,bullish,29.0,29.14
2024-01-24 02:00:00,2024-01-24 07:00:00,SHORT,2222.92,2244.43,1900.27,2244.43,SL,-58.38,6.06,-64.44,-1.1,LOSS,2854.48,bearish,40.35,30.59
2024-01-24 12:00:00,2024-01-26 11:00:00,SHORT,2244.16,2256.19,2063.71,2256.19,SL,-57.09,10.68,-67.77,-1.19,LOSS,2786.71,bearish,49.74,44.39
2024-01-26 13:00:00,2024-01-26 14:00:00,SHORT,2247.54,2254.02,2150.34,2254.02,SL,-45.8,15.91,-61.7,-1.35,LOSS,2725.01,bearish,60.5,51.54
2024-01-26 18:00:00,2024-01-27 00:00:00,SHORT,2268.96,2279.55,2110.11,2279.55,SL,-54.5,11.7,-66.2,-1.21,LOSS,2658.8,bearish,63.33,55.49
2024-01-27 10:00:00,2024-01-28 19:00:00,LONG,2266.0,2253.95,2446.75,2253.95,SL,-53.18,9.97,-63.15,-1.19,LOSS,2595.66,bullish,55.46,58.38
2024-01-28 21:00:00,2024-01-28 22:00:00,LONG,2261.85,2253.88,2381.4,2253.88,SL,-51.91,14.71,-66.62,-1.28,LOSS,2529.04,bullish,43.2,49.83
2024-01-29 00:00:00,2024-01-29 13:00:00,LONG,2256.9,2249.39,2369.55,2249.39,SL,-47.97,14.39,-62.36,-1.3,LOSS,2466.68,bullish,42.55,46.02
2024-01-30 08:00:00,2024-01-30 09:00:00,LONG,2309.3,2304.1,2387.3,2304.1,SL,-31.66,14.04,-45.7,-1.44,LOSS,2420.97,bullish,58.64,61.79
2024-01-30 11:00:00,2024-01-30 12:00:00,LONG,2314.95,2304.4,2473.2,2304.4,SL,-48.42,10.6,-59.02,-1.22,LOSS,2361.95,bullish,60.63,60.92
2024-01-30 15:00:00,2024-01-31 10:00:00,LONG,2313.3,2305.72,2427.0,2305.72,SL,-44.11,13.44,-57.56,-1.3,LOSS,2304.4,bullish,58.33,58.7
2024-01-31 12:00:00,2024-01-31 21:00:00,LONG,2300.18,2284.01,2542.73,2284.01,SL,-46.09,6.53,-52.62,-1.14,LOSS,2251.78,bullish,39.41,50.08
2024-01-31 23:00:00,2024-02-01 00:00:00,LONG,2285.75,2278.99,2387.15,2278.99,SL,-37.96,12.82,-50.78,-1.34,LOSS,2201.0,bullish,38.83,44.36
2024-02-01 03:00:00,2024-02-09 11:00:00,LONG,2260.49,2245.19,2489.99,2489.99,TP,660.3,6.83,653.47,14.84,WIN,2854.47,bullish,35.91,43.66
2024-02-09 18:00:00,2024-02-09 19:00:00,LONG,2497.19,2486.77,2653.49,2486.77,SL,-57.09,13.65,-70.74,-1.24,LOSS,2783.72,bullish,63.71,65.82
2024-02-09 21:00:00,2024-02-09 23:00:00,LONG,2489.85,2485.96,2548.2,2485.96,SL,-24.79,15.85,-40.64,-1.64,LOSS,2743.08,bullish,58.61,65.68
2024-02-10 02:00:00,2024-02-10 08:00:00,LONG,2498.27,2485.94,2683.22,2485.94,SL,-54.86,11.09,-65.95,-1.2,LOSS,2677.13,bullish,59.27,62.56
2024-02-10 12:00:00,2024-02-12 09:00:00,LONG,2483.11,2474.31,2615.11,2474.31,SL,-53.54,15.08,-68.62,-1.28,LOSS,2608.5,bullish,48.71,55.73
2024-02-13 05:00:00,2024-02-13 13:00:00,LONG,2646.69,2640.46,2740.14,2640.46,SL,-35.0,14.85,-49.85,-1.42,LOSS,2558.65,bullish,66.71,74.85
2024-02-13 18:00:00,2024-02-18 22:00:00,LONG,2619.65,2602.74,2873.3,2873.3,TP,767.6,8.31,759.29,14.84,WIN,3317.94,bullish,48.72,61.75
2024-02-19 15:00:00,2024-02-19 16:00:00,LONG,2900.79,2894.06,3001.74,2894.06,SL,-43.88,18.89,-62.77,-1.43,LOSS,3255.17,bullish,61.72,69.91
2024-02-20 03:00:00,2024-02-20 04:00:00,LONG,2926.81,2921.6,3004.96,2921.6,SL,-33.03,18.54,-51.57,-1.56,LOSS,3203.61,bullish,55.77,63.33
2024-02-20 11:00:00,2024-02-20 15:00:00,LONG,2919.61,2900.44,3207.16,2900.44,SL,-64.07,9.73,-73.8,-1.15,LOSS,3129.81,bullish,52.0,56.5
2024-02-20 18:00:00,2024-02-21 09:00:00,LONG,2917.29,2897.15,3219.39,2897.15,SL,-62.6,9.04,-71.63,-1.14,LOSS,3058.17,bullish,49.19,53.23
2024-02-21 11:00:00,2024-02-21 12:00:00,LONG,2916.16,2900.2,3155.56,2900.2,SL,-61.16,11.15,-72.31,-1.18,LOSS,2985.87,bullish,41.59,54.41
2024-02-21 16:00:00,2024-02-21 18:00:00,LONG,2914.81,2892.22,3253.66,2892.22,SL,-59.72,7.68,-67.39,-1.13,LOSS,2918.47,bullish,44.69,47.17
2024-02-22 15:00:00,2024-02-23 02:00:00,LONG,2966.02,2944.68,3286.12,2944.68,SL,-58.37,8.08,-66.45,-1.14,LOSS,2852.02,bullish,51.88,54.74
2024-02-23 04:00:00,2024-02-23 07:00:00,LONG,2955.95,2945.09,3118.85,2945.09,SL,-57.04,15.5,-72.54,-1.27,LOSS,2779.48,bullish,46.87,52.8
2024-02-23 10:00:00,2024-02-23 15:00:00,LONG,2939.02,2924.15,3162.07,2924.15,SL,-55.59,10.96,-66.55,-1.2,LOSS,2712.93,bullish,44.61,48.85
2024-02-24 03:00:00,2024-02-26 15:00:00,LONG,2924.0,2909.8,3137.0,3137.0,TP,813.88,11.58,802.3,14.79,WIN,3515.23,bullish,44.83,45.86
2024-02-27 06:00:00,2024-02-27 07:00:00,LONG,3221.5,3211.62,3369.7,3211.62,SL,-61.45,20.01,-81.46,-1.33,LOSS,3433.78,bullish,67.39,68.35
2024-02-27 17:00:00,2024-02-27 18:00:00,LONG,3237.38,3229.77,3351.53,3229.77,SL,-46.01,19.55,-65.56,-1.42,LOSS,3368.22,bullish,59.53,66.77
2024-02-28 01:00:00,2024-02-28 02:00:00,LONG,3254.62,3242.35,3438.67,3242.35,SL,-67.36,17.83,-85.2,-1.26,LOSS,3283.02,bullish,61.46,62.24
2024-02-28 07:00:00,2024-02-28 10:00:00,LONG,3258.94,3251.85,3365.29,3365.29,TP,610.67,19.02,591.66,14.53,WIN,3874.68,bullish,58.78,58.87
2024-02-28 13:00:00,2024-02-28 17:00:00,LONG,3313.22,3296.13,3569.57,3296.13,SL,-77.49,14.98,-92.48,-1.19,LOSS,3782.2,bullish,60.2,62.28
2024-02-29 14:00:00,2024-02-29 15:00:00,LONG,3478.58,3464.61,3688.13,3464.61,SL,-75.64,18.8,-94.44,-1.25,LOSS,3687.76,bullish,61.18,64.52
2024-02-29 20:00:00,2024-02-29 21:00:00,LONG,3403.27,3369.88,3904.12,3369.88,SL,-73.76,7.48,-81.24,-1.1,LOSS,3606.52,bullish,48.55,59.16
2024-03-01 00:00:00,2024-03-04 19:00:00,LONG,3340.1,3322.6,3602.6,3602.6,TP,1081.96,14.31,1067.65,14.8,WIN,4674.17,bullish,41.12,52.2
2024-03-05 09:00:00,2024-03-05 16:00:00,LONG,3692.6,3672.99,3986.75,3672.99,SL,-93.48,17.56,-111.04,-1.19,LOSS,4563.13,bullish,67.4,70.36
2024-03-05 21:00:00,2024-03-05 23:00:00,LONG,3387.81,3376.46,3558.06,3558.06,TP,1368.94,27.93,1341.01,14.69,WIN,5904.14,bullish,27.17,60.21
2024-03-06 04:00:00,2024-03-11 18:00:00,LONG,3538.01,3502.8,4066.16,4066.16,TP,1771.24,12.75,1758.49,14.89,WIN,7662.63,bullish,45.33,46.95
2024-03-12 05:00:00,2024-03-12 06:00:00,LONG,4036.7,4028.69,4156.85,4028.69,SL,-86.67,43.63,-130.3,-1.5,LOSS,7532.33,bullish,56.03,61.84
2024-03-12 10:00:00,2024-03-12 12:00:00,LONG,4009.09,3985.39,4364.59,3985.39,SL,-150.65,25.41,-176.05,-1.17,LOSS,7356.28,bullish,48.99,57.6
2024-03-12 16:00:00,2024-03-12 17:00:00,LONG,3988.46,3979.81,4118.21,3979.81,SL,-90.94,41.89,-132.82,-1.46,LOSS,7223.45,bullish,44.34,51.34
2024-03-12 23:00:00,2024-03-13 13:00:00,LONG,3949.79,3940.87,4083.59,3940.87,SL,-92.98,41.13,-134.11,-1.44,LOSS,7089.34,bullish,42.12,44.89
2024-03-13 17:00:00,2024-03-14 01:00:00,LONG,3983.02,3962.8,4286.32,3962.8,SL,-141.79,27.86,-169.65,-1.2,LOSS,6919.7,bullish,44.54,53.35
2024-03-14 06:00:00,2024-03-14 11:00:00,LONG,3969.16,3956.63,4157.11,3956.63,SL,-124.51,39.38,-163.89,-1.32,LOSS,6755.8,bullish,44.3,46.54
2024-03-14 15:00:00,2024-03-14 16:00:00,LONG,3887.21,3878.68,4015.16,3878.68,SL,-84.5,38.47,-122.97,-1.46,LOSS,6632.84,bullish,32.61,43.29
2024-03-15 10:00:00,2024-03-15 11:00:00,LONG,3682.91,3661.72,4000.76,3661.72,SL,-132.66,22.99,-155.65,-1.17,LOSS,6477.19,bullish,34.93,37.37
2024-03-16 15:00:00,2024-03-16 17:00:00,LONG,3665.01,3646.41,3944.01,3646.41,SL,-129.54,25.46,-155.0,-1.2,LOSS,6322.19,bullish,41.15,45.8
2024-03-17 08:00:00,2024-03-19 01:00:00,LONG,3472.72,3444.07,3902.47,3444.07,SL,-126.44,15.26,-141.71,-1.12,LOSS,6180.48,bullish,32.19,33.92
2024-03-19 03:00:00,2024-03-19 04:00:00,LONG,3407.14,3391.76,3637.84,3391.76,SL,-123.61,27.32,-150.93,-1.22,LOSS,6029.55,bullish,30.68,36.75
2024-03-19 10:00:00,2024-03-19 11:00:00,LONG,3291.89,3241.38,4049.54,3241.38,SL,-120.59,7.8,-128.39,-1.06,LOSS,5901.16,bullish,29.18,32.91
2024-03-20 07:00:00,2024-03-25 16:00:00,LONG,3141.19,3109.95,3609.79,3609.79,TP,1770.35,12.75,1757.59,14.89,WIN,7658.75,bullish,37.14,37.42
2024-03-25 23:00:00,2024-03-26 00:00:00,LONG,3611.75,3589.0,3953.0,3589.0,SL,-153.18,24.24,-177.42,-1.16,LOSS,7481.34,bullish,68.13,68.85
2024-03-26 07:00:00,2024-03-26 08:00:00,LONG,3649.45,3630.29,3936.85,3630.29,SL,-149.63,28.42,-178.05,-1.19,LOSS,7303.28,bullish,69.54,70.21
2024-03-26 13:00:00,2024-03-26 14:00:00,LONG,3644.55,3631.61,3838.65,3631.61,SL,-146.07,41.07,-187.13,-1.28,LOSS,7116.15,bullish,62.01,65.91
2024-03-26 18:00:00,2024-03-26 19:00:00,LONG,3583.81,3561.4,3919.96,3561.4,SL,-142.32,22.69,-165.01,-1.16,LOSS,6951.14,bullish,48.06,59.82
2024-03-26 21:00:00,2024-03-27 07:00:00,LONG,3576.38,3560.83,3809.63,3560.83,SL,-139.02,31.9,-170.93,-1.23,LOSS,6780.21,bullish,47.26,54.87
2024-03-27 10:00:00,2024-03-27 14:00:00,LONG,3573.81,3551.21,3912.81,3551.21,SL,-135.6,21.38,-156.98,-1.16,LOSS,6623.23,bullish,46.47,50.27
2024-03-27 17:00:00,2024-03-27 18:00:00,LONG,3524.15,3514.29,3672.05,3514.29,SL,-105.63,37.7,-143.32,-1.36,LOSS,6479.91,bullish,37.73,46.04
2024-03-27 20:00:00,2024-03-29 17:00:00,LONG,3491.18,3461.24,3940.28,3461.24,SL,-129.6,15.05,-144.65,-1.12,LOSS,6335.26,bullish,36.71,42.04
2024-03-31 01:00:00,2024-04-01 05:00:00,LONG,3518.2,3505.65,3706.45,3505.65,SL,-126.71,35.46,-162.16,-1.28,LOSS,6173.1,bullish,49.29,50.8
2024-04-01 07:00:00,2024-04-01 14:00:00,LONG,3542.31,3510.0,4026.96,3510.0,SL,-123.46,13.47,-136.94,-1.11,LOSS,6036.16,bullish,37.7,58.57
2024-04-02 06:00:00,2024-04-02 07:00:00,LONG,3369.58,3362.95,3469.03,3362.95,SL,-67.7,34.37,-102.07,-1.51,LOSS,5934.09,bullish,26.65,34.04
2024-04-02 10:00:00,2024-04-02 11:00:00,LONG,3345.41,3335.2,3498.56,3335.2,SL,-103.23,33.77,-137.0,-1.33,LOSS,5797.09,bullish,28.1,33.44
2024-04-03 22:00:00,2024-04-04 00:00:00,LONG,3318.4,3305.77,3507.85,3305.77,SL,-115.94,30.4,-146.35,-1.26,LOSS,5650.75,bullish,48.47,50.32
2024-04-04 05:00:00,2024-04-05 02:00:00,LONG,3287.39,3274.38,3482.54,3274.38,SL,-113.01,28.5,-141.52,-1.25,LOSS,5509.23,bullish,43.07,47.5
2024-04-05 04:00:00,2024-04-05 05:00:00,LONG,3308.3,3267.6,3918.8,3267.6,SL,-110.18,8.9,-119.09,-1.08,LOSS,5390.14,bullish,45.75,51.75
2024-04-05 07:00:00,2024-04-05 09:00:00,LONG,3288.2,3273.79,3504.35,3273.79,SL,-107.8,24.55,-132.35,-1.23,LOSS,5257.8,bullish,43.22,47.34
2024-04-05 13:00:00,2024-04-08 08:00:00,LONG,3262.14,3243.52,3541.44,3541.44,TP,1577.34,19.21,1558.13,14.82,WIN,6815.92,bullish,40.24,41.95
2024-04-09 03:00:00,2024-04-09 04:00:00,LONG,3706.6,3679.99,4105.75,3679.99,SL,-136.32,18.92,-155.24,-1.14,LOSS,6660.69,bullish,71.22,77.67
2024-04-09 16:00:00,2024-04-09 17:00:00,LONG,3529.93,3522.77,3637.33,3522.77,SL,-77.01,37.93,-114.94,-1.49,LOSS,6545.75,bullish,32.02,52.32
2024-04-09 23:00:00,2024-04-10 00:00:00,LONG,3518.7,3509.21,3661.05,3509.21,SL,-100.63,37.26,-137.89,-1.37,LOSS,6407.86,bullish,35.84,37.77
2024-04-10 14:00:00,2024-04-12 14:00:00,LONG,3462.0,3440.0,3792.0,3440.0,SL,-128.16,20.1,-148.26,-1.16,LOSS,6259.6,bullish,36.2,40.78
2024-04-12 21:00:00,2024-04-13 01:00:00,LONG,3226.28,3206.17,3527.93,3206.17,SL,-125.19,20.02,-145.21,-1.16,LOSS,6114.39,bullish,18.79,34.8
2024-04-13 06:00:00,2024-04-13 07:00:00,SHORT,3247.8,3255.8,3127.8,3255.8,SL,-85.85,34.89,-120.74,-1.41,LOSS,5993.64,bearish,36.72,23.92
2024-04-13 12:00:00,2024-04-13 13:00:00,SHORT,3268.2,3275.85,3153.45,3275.85,SL,-79.97,34.2,-114.17,-1.43,LOSS,5879.47,bearish,42.03,33.1
2024-04-14 08:00:00,2024-04-14 16:00:00,SHORT,3084.19,3090.86,2984.14,3090.86,SL,-72.48,33.55,-106.03,-1.46,LOSS,5773.45,bearish,45.99,34.36
2024-04-14 18:00:00,2024-04-14 19:00:00,SHORT,3051.58,3081.23,2606.83,3081.23,SL,-115.47,11.94,-127.41,-1.1,LOSS,5646.03,bearish,45.36,44.13
2024-04-15 05:00:00,2024-04-15 06:00:00,SHORT,3138.71,3146.51,3021.71,3146.51,SL,-79.98,32.22,-112.2,-1.4,LOSS,5533.84,bearish,55.78,52.12
2024-04-15 12:00:00,2024-04-23 14:00:00,SHORT,3229.64,3260.64,2764.64,3260.64,SL,-110.68,11.59,-122.26,-1.1,LOSS,5411.57,bearish,62.6,61.4
2024-04-23 16:00:00,2024-04-24 01:00:00,SHORT,3226.12,3247.84,2900.32,3247.84,SL,-108.23,16.13,-124.36,-1.15,LOSS,5287.21,bearish,59.88,50.15
2024-04-24 06:00:00,2024-04-24 11:00:00,SHORT,3257.2,3271.47,3043.15,3271.47,SL,-105.74,24.19,-129.93,-1.23,LOSS,5157.28,bearish,62.64,58.83
2024-04-24 13:00:00,2024-04-24 18:00:00,SHORT,3273.05,3281.97,3139.25,3139.25,TP,1201.71,28.8,1172.91,14.64,WIN,6330.19,bearish,64.02,61.84
2024-04-25 04:00:00,2024-04-25 05:00:00,SHORT,3147.41,3154.22,3045.26,3154.22,SL,-78.07,36.12,-114.19,-1.46,LOSS,6216.0,bearish,40.02,35.89
2024-04-25 15:00:00,2024-04-25 16:00:00,SHORT,3117.65,3123.86,3024.5,3123.86,SL,-70.57,35.47,-106.04,-1.5,LOSS,6109.96,bearish,40.54,39.27
2024-04-25 20:00:00,2024-04-25 21:00:00,SHORT,3165.84,3171.4,3082.44,3171.4,SL,-61.16,34.86,-96.02,-1.57,LOSS,6013.94,bearish,53.23,43.41
2024-04-26 20:00:00,2024-04-26 21:00:00,SHORT,3133.79,3152.8,2848.64,3152.8,SL,-120.28,19.89,-140.17,-1.17,LOSS,5873.77,bearish,47.47,46.17
2024-04-29 01:00:00,2024-04-29 02:00:00,LONG,3282.52,3263.44,3568.72,3263.44,SL,-117.48,20.15,-137.63,-1.17,LOSS,5736.14,bullish,49.4,62.36
2024-04-29 05:00:00,2024-04-29 06:00:00,LONG,3201.49,3177.6,3559.84,3177.6,SL,-114.72,15.32,-130.04,-1.13,LOSS,5606.1,bullish,35.65,54.09
2024-04-29 08:00:00,2024-04-29 09:00:00,LONG,3188.99,3181.85,3296.09,3181.85,SL,-71.55,31.92,-103.46,-1.45,LOSS,5502.64,bullish,35.16,46.45
2024-04-29 13:00:00,2024-04-29 14:00:00,LONG,3171.58,3160.11,3343.63,3160.11,SL,-110.05,30.38,-140.43,-1.28,LOSS,5362.21,bullish,35.23,36.55
2024-04-30 02:00:00,2024-05-20 19:00:00,SHORT,3173.41,3244.37,2109.01,3244.37,SL,-107.24,4.85,-112.09,-1.05,LOSS,5250.12,bearish,44.28,44.03
2024-05-20 23:00:00,2024-05-21 00:00:00,SHORT,3611.96,3646.09,3100.01,3646.09,SL,-105.0,11.16,-116.17,-1.11,LOSS,5133.95,bearish,87.12,65.25
2024-05-21 21:00:00,2024-05-22 11:00:00,LONG,3746.88,3712.26,4266.18,3712.26,SL,-102.68,11.06,-113.74,-1.11,LOSS,5020.21,bullish,68.48,76.51
2024-05-22 14:00:00,2024-05-23 20:00:00,LONG,3695.79,3666.97,4128.09,3666.97,SL,-100.4,12.83,-113.23,-1.13,LOSS,4906.98,bullish,47.6,58.28
2024-05-24 01:00:00,2024-05-24 05:00:00,LONG,3813.2,3783.6,4257.2,3783.6,SL,-98.14,12.59,-110.73,-1.13,LOSS,4796.25,bullish,52.98,53.55
2024-05-24 08:00:00,2024-05-24 09:00:00,LONG,3679.24,3672.69,3777.49,3672.69,SL,-48.67,27.31,-75.98,-1.56,LOSS,4720.26,bullish,37.05,48.74
2024-05-25 15:00:00,2024-05-25 22:00:00,LONG,3747.95,3734.18,3954.5,3734.18,SL,-94.41,25.65,-120.05,-1.27,LOSS,4600.21,bullish,51.92,51.97
2024-05-27 01:00:00,2024-05-28 04:00:00,LONG,3843.0,3826.47,4090.95,3826.47,SL,-92.0,21.34,-113.35,-1.23,LOSS,4486.86,bullish,56.98,62.66
2024-05-28 06:00:00,2024-05-28 15:00:00,LONG,3860.58,3836.58,4220.58,3836.58,SL,-89.74,14.39,-104.13,-1.16,LOSS,4382.73,bullish,45.36,48.99
2024-05-28 20:00:00,2024-05-29 08:00:00,LONG,3840.8,3800.0,4452.8,3800.0,SL,-87.65,8.21,-95.86,-1.09,LOSS,4286.87,bullish,44.99,46.05
2024-05-30 09:00:00,2024-05-30 10:00:00,LONG,3735.8,3720.32,3968.0,3720.32,SL,-85.74,20.65,-106.39,-1.24,LOSS,4180.48,bullish,37.36,39.96
2024-05-30 22:00:00,2024-05-31 05:00:00,LONG,3751.37,3737.69,3956.57,3737.69,SL,-83.61,22.89,-106.5,-1.27,LOSS,4073.99,bullish,44.94,47.2
2024-05-31 09:00:00,2024-05-31 12:00:00,LONG,3735.21,3729.11,3826.71,3826.71,TP,568.85,23.51,545.35,14.38,WIN,4619.34,bullish,42.03,44.5
2024-05-31 17:00:00,2024-05-31 23:00:00,LONG,3754.16,3744.77,3895.01,3744.77,SL,-65.86,26.3,-92.16,-1.4,LOSS,4527.18,bullish,47.14,49.59
2024-06-02 07:00:00,2024-06-02 08:00:00,LONG,3814.99,3805.52,3957.04,3805.52,SL,-64.06,25.77,-89.83,-1.4,LOSS,4437.35,bullish,54.44,57.82
2024-06-02 14:00:00,2024-06-02 16:00:00,LONG,3796.1,3788.12,3915.8,3788.12,SL,-53.17,25.27,-78.44,-1.48,LOSS,4358.92,bullish,48.97,51.41
2024-06-02 20:00:00,2024-06-03 00:00:00,LONG,3782.37,3770.86,3955.02,3770.86,SL,-75.61,24.81,-100.42,-1.33,LOSS,4258.5,bullish,45.57,46.87
2024-06-03 16:00:00,2024-06-03 17:00:00,LONG,3796.82,3769.42,4207.82,3769.42,SL,-85.17,11.76,-96.93,-1.14,LOSS,4161.57,bullish,48.13,55.12
2024-06-04 02:00:00,2024-06-04 05:00:00,LONG,3774.66,3759.93,3995.61,3759.93,SL,-83.23,21.29,-104.52,-1.26,LOSS,4057.05,bullish,45.73,45.9
2024-06-05 04:00:00,2024-06-05 05:00:00,LONG,3810.45,3803.57,3913.65,3803.57,SL,-41.75,23.1,-64.86,-1.55,LOSS,3992.2,bullish,55.68,59.14
2024-06-05 07:00:00,2024-06-05 14:00:00,LONG,3814.66,3788.76,4203.16,3788.76,SL,-79.84,11.72,-91.56,-1.15,LOSS,3900.63,bullish,55.88,57.65
2024-06-06 08:00:00,2024-06-06 09:00:00,LONG,3852.1,3846.25,3939.85,3846.25,SL,-33.77,22.22,-55.98,-1.66,LOSS,3844.65,bullish,55.42,60.04
2024-06-06 15:00:00,2024-06-06 16:00:00,LONG,3844.39,3835.07,3984.19,3835.07,SL,-53.13,21.89,-75.02,-1.41,LOSS,3769.63,bullish,51.49,55.14
2024-06-06 21:00:00,2024-06-07 12:00:00,LONG,3800.37,3791.01,3940.77,3791.01,SL,-52.92,21.46,-74.38,-1.41,LOSS,3695.25,bullish,36.48,48.56
2024-06-07 20:00:00,2024-06-07 23:00:00,LONG,3687.37,3679.72,3802.12,3679.72,SL,-43.7,21.04,-64.74,-1.48,LOSS,3630.51,bullish,23.14,41.34
2024-06-08 01:00:00,2024-06-08 05:00:00,LONG,3686.02,3678.31,3801.67,3678.31,SL,-43.29,20.67,-63.96,-1.48,LOSS,3566.56,bullish,27.14,34.18
2024-06-10 05:00:00,2024-06-10 06:00:00,LONG,3691.09,3684.14,3795.34,3684.14,SL,-38.28,20.31,-58.59,-1.53,LOSS,3507.97,bullish,47.33,52.53
2024-06-10 09:00:00,2024-06-11 01:00:00,LONG,3671.02,3647.8,4019.32,3647.8,SL,-70.16,11.06,-81.22,-1.16,LOSS,3426.75,bullish,42.35,47.78
2024-06-11 11:00:00,2024-06-11 13:00:00,LONG,3529.4,3514.8,3748.4,3514.8,SL,-68.54,16.53,-85.07,-1.24,LOSS,3341.68,bullish,20.79,25.58
2024-06-12 21:00:00,2024-06-13 02:00:00,LONG,3556.05,3529.01,3961.65,3529.01,SL,-66.83,8.76,-75.59,-1.13,LOSS,3266.09,bullish,49.25,57.1
2024-06-13 06:00:00,2024-06-13 07:00:00,LONG,3510.3,3495.19,3736.95,3495.19,SL,-65.32,15.14,-80.46,-1.23,LOSS,3185.63,bullish,41.92,48.51
2024-06-13 11:00:00,2024-06-13 12:00:00,LONG,3502.98,3490.51,3690.03,3490.51,SL,-63.71,17.87,-81.58,-1.28,LOSS,3104.05,bullish,42.91,43.81
2024-06-13 17:00:00,2024-06-14 16:00:00,LONG,3470.55,3441.73,3902.85,3441.73,SL,-62.08,7.44,-69.53,-1.12,LOSS,3034.52,bullish,40.47,40.63
2024-06-14 20:00:00,2024-06-18 01:00:00,LONG,3406.21,3387.6,3685.36,3387.6,SL,-60.69,11.08,-71.77,-1.18,LOSS,2962.76,bullish,31.09,44.05
2024-06-18 03:00:00,2024-06-18 11:00:00,LONG,3429.56,3408.42,3746.66,3408.42,SL,-59.26,9.58,-68.84,-1.16,LOSS,2893.92,bullish,32.37,40.82
2024-06-18 15:00:00,2024-06-18 18:00:00,LONG,3401.18,3392.03,3538.43,3392.03,SL,-44.38,16.47,-60.85,-1.37,LOSS,2833.07,bullish,32.12,33.69
2024-06-19 13:00:00,2024-06-19 14:00:00,LONG,3547.0,3536.95,3697.75,3536.95,SL,-45.75,16.13,-61.88,-1.35,LOSS,2771.19,bullish,59.72,63.89
2024-06-19 16:00:00,2024-06-20 14:00:00,LONG,3529.3,3520.4,3662.8,3520.4,SL,-39.83,15.78,-55.61,-1.4,LOSS,2715.58,bullish,54.2,62.53
2024-06-20 17:00:00,2024-06-21 00:00:00,LONG,3516.15,3506.61,3659.25,3506.61,SL,-42.0,15.46,-57.45,-1.37,LOSS,2658.12,bullish,40.36,55.34
2024-06-22 10:00:00,2024-06-23 14:00:00,LONG,3492.61,3484.6,3612.76,3484.6,SL,-34.75,15.13,-49.88,-1.44,LOSS,2608.24,bullish,44.89,48.35
2024-06-23 18:00:00,2024-06-23 20:00:00,LONG,3473.32,3463.32,3623.32,3463.32,SL,-42.8,14.85,-57.65,-1.35,LOSS,2550.59,bullish,37.34,45.35
2024-06-24 20:00:00,2024-06-24 21:00:00,SHORT,3293.06,3303.76,3132.56,3303.76,SL,-47.24,14.56,-61.8,-1.31,LOSS,2488.79,bearish,32.07,23.86
2024-06-24 23:00:00,2024-06-25 00:00:00,SHORT,3332.68,3351.95,3043.63,3351.95,SL,-49.78,8.63,-58.41,-1.17,LOSS,2430.38,bearish,44.9,28.47
2024-06-25 06:00:00,2024-06-25 09:00:00,SHORT,3375.18,3390.9,3139.38,3390.9,SL,-48.61,10.46,-59.07,-1.22,LOSS,2371.31,bearish,54.15,43.39
2024-06-25 11:00:00,2024-06-25 14:00:00,SHORT,3377.61,3383.16,3294.36,3383.16,SL,-22.21,13.53,-35.74,-1.61,LOSS,2335.58,bearish,54.22,51.24
2024-06-26 21:00:00,2024-06-27 10:00:00,SHORT,3391.59,3408.08,3144.24,3408.08,SL,-46.71,9.63,-56.34,-1.21,LOSS,2279.23,bearish,52.53,47.83
2024-06-27 15:00:00,2024-06-27 17:00:00,SHORT,3448.3,3461.39,3251.95,3461.39,SL,-45.58,12.03,-57.62,-1.26,LOSS,2221.62,bearish,66.43,54.87
2024-06-27 19:00:00,2024-06-28 01:00:00,SHORT,3455.0,3461.84,3352.4,3461.84,SL,-25.07,12.68,-37.75,-1.51,LOSS,2183.87,bearish,65.82,59.54
2024-06-29 03:00:00,2024-06-29 07:00:00,SHORT,3388.97,3396.18,3280.82,3396.18,SL,-26.48,12.46,-38.94,-1.47,LOSS,2144.93,bearish,41.97,39.53
2024-06-29 09:00:00,2024-06-29 10:00:00,SHORT,3392.45,3399.72,3283.4,3399.72,SL,-26.2,12.24,-38.44,-1.47,LOSS,2106.49,bearish,45.35,40.66
2024-06-29 13:00:00,2024-06-30 14:00:00,SHORT,3392.62,3400.45,3275.17,3400.45,SL,-27.71,12.02,-39.73,-1.43,LOSS,2066.76,bearish,45.62,43.99
2024-06-30 17:00:00,2024-06-30 18:00:00,SHORT,3393.01,3399.81,3291.01,3399.81,SL,-23.61,11.79,-35.4,-1.5,LOSS,2031.35,bearish,52.71,49.94
2024-06-30 21:00:00,2024-06-30 22:00:00,SHORT,3420.71,3428.4,3305.36,3428.4,SL,-26.03,11.59,-37.62,-1.45,LOSS,1993.73,bearish,62.43,56.66
2024-07-01 00:00:00,2024-07-01 01:00:00,SHORT,3438.16,3450.61,3251.41,3450.61,SL,-39.87,11.03,-50.91,-1.28,LOSS,1942.83,bearish,63.34,58.7
